학원명,주소,교습과정,지역,clean_addr,location,lat,lon
오피아어학원,"인천광역시 연수구 인천타워대로132번길 30 , 603호 (송도동, 휴먼빌파크)",국제,연수구 (1),인천광역시 연수구 인천타워대로132번길 30,"인천타워대로132번길, 송도동, 송도1동, 연수구, 인천광역시, 22000, 대한민국",37.3854764,126.6425822
오호라잉글리시(Ohora English)학원,"인천광역시 연수구 신송로 165-10 , 403호(송도동, 더 아르곤)",보통교과,연수구 (1),인천광역시 연수구 신송로 165-10,"신송로, 송도국제도시, 송도1동, 연수구, 인천광역시, 21996, 대한민국",37.3965063,126.6525699
오호라잉글리시(Ohora English)학원,"인천광역시 연수구 신송로 165-10 , 403호(송도동, 더 아르곤)",보통교과,연수구 (1),인천광역시 연수구 신송로 165-10,"신송로, 송도국제도시, 송도1동, 연수구, 인천광역시, 21996, 대한민국",37.3965063,126.6525699
오호라잉글리시(Ohora English)학원,"인천광역시 연수구 신송로 165-10 , 403호(송도동, 더 아르곤)",보통교과,연수구 (1),인천광역시 연수구 신송로 165-10,"신송로, 송도국제도시, 송도1동, 연수구, 인천광역시, 21996, 대한민국",37.3965063,126.6525699
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
옥련가우스학원,"인천광역시 연수구 능허대로79번길 66 , 4층일부 (옥련동,그린뱅크)",보통교과,연수구 (1),인천광역시 연수구 능허대로79번길 66,"능허대로79번길, 옥련2동, 연수구, 인천광역시, 21950, 대한민국",37.4254329,126.6425739
