정류장명,정류장 번호,승차인원수,하차인원수,승차인원수(카드),하차인원수(카드),승차인원수(현금),일평균 승하차인원수
학익시장,37106,15759,5532,15759,5532,0,709.7
학익시장,37112,3230,14236,3230,14236,0,582.2
학익시장(법원검찰청),37080,13583,7207,13583,7207,0,693
학익시장앞,37082,5558,5601,5558,5601,0,371.97
학익여자고등학교,37140,465,1247,465,1247,0,57.07
학익여자고등학교,37566,775,683,775,683,0,48.6
학익풍림아파트,37487,16,3255,16,3255,0,109.03
한가라지고개,90157,1,1,1,1,0,0.07
한가라지고개,90158,4,18,4,18,0,0.73
한가라지입구,90159,36,8,36,8,0,1.47
한가라지입구,90160,1,1,1,1,0,0.07
한가람마을우미린.호수이편한세상,80318,1327,3632,1327,3632,0,165.3
한강로사거리,35291,147,922,147,922,0,35.63
한강로사거리,35295,1072,240,1072,240,0,43.73
한강센트럴블루힐.모아엘가2차,80375,279,371,279,371,0,21.67
한국가스공사,39061,1083,1230,1083,1230,0,77.1
한국가스공사,89273,222,578,222,578,0,26.67
한국가스공사,89274,135,569,135,569,0,23.47
한국가스공사인천지역본부,89114,148,226,148,226,0,12.47
한국가스공사인천지역본부,89115,126,143,126,143,0,8.97
한국거래소,19158,441,24,441,24,0,15.5
한국건설생활환경시험연구원,39312,553,398,553,398,0,31.7
한국건설생활환경시험연구원,39315,901,3619,901,3619,0,150.67
한국공항공사,25002,34,795,34,795,0,27.63
한국공항공사,25144,37,24,37,24,0,2.03
한국국토정보공사인천북부지사,42278,4928,6704,4928,6704,0,387.73
한국국토정보공사인천북부지사,42280,5927,3102,5927,3102,0,300.97
한국글로벌셰프고등학교,43246,155,102,154,102,1,8.57
한국글로벌셰프고등학교,43381,31,67,31,67,0,3.27
한국단자공업연구소,38763,152,755,152,755,0,30.23
한국단자공업연구소,38764,125,262,125,262,0,12.9
한국도심공항터미널,35400,5,78,5,78,0,2.77
한국도심공항터미널,35408,13,198,13,198,0,7.03
한국도심공항터미널,35417,69,22,69,22,0,3.03
한국도심공항터미널앞,35645,51,4,51,4,0,1.83
한국마쓰이,39055,669,1128,669,1128,0,59.9
한국마쓰이,39057,2382,1485,2382,1485,0,128.9
한국만화박물관,40583,5442,14093,5442,14093,0,651.17
한국무역센터.삼성역,23201,4814,1388,4814,1388,0,206.73
한국무역센터.삼성역,23251,274,1603,274,1603,0,62.57
한국산업단지공단,39060,697,132,697,132,0,27.63
한국산업단지공단,39067,89,610,89,610,0,23.3
한국생산기술연구원,38448,477,535,477,535,0,33.73
한국생산기술연구원(주조기술센터),42271,218,1043,218,1043,0,42.03
한국생산기술연구원(주조기술센터),42719,747,374,747,374,0,37.37
한국선교역사기념관,40673,2245,962,2245,962,0,106.9
한국아파트,37017,4122,10536,4122,10536,0,488.6
한국아파트,37682,8453,1756,8453,1756,0,340.3
한국아파트,38154,3584,1937,3584,1937,0,184.03
